Unified_url,Reachable_URL,Time_stamp_if_exist,Way_back_archived,Freenom_top_level_domain,Previous_malicious_top_level_domain_TLD,Name_length,Wrong_spell_List,word_dic,Special_mark,sub_domain,Contain_IP_Adress,levenshtein_distance,Alexa_rank,Status_code
http://ita-covid19.com,1,0,0,0,0,7,0,0.1,1,1,0,14.903553299492385,0,200
http://itacontracovid-19.ml,1,0,0,1,1,8,0,0.08,1,1,0,18.34517766497462,0,200
http://italy-covid19.u720553s9g.ha004.t.justns.ru,1,0,0,0,0,16,0,0.0425531914893617,1,5,1,36.18781725888325,475150,200
http://ithinkihavecovid.com,1,0,0,0,0,8,0,0.08,0,1,0,17.116751269035532,0,200
http://jacarandascovid.com,1,0,0,0,0,9,0,0.08333333333333333,0,1,0,16.31725888324873,0,200
http://jararandascovid.com,1,0,0,0,0,6,0,0.08333333333333333,0,1,0,16.411167512690355,0,200
http://jasminettv.com,1,20180824112050,1,0,0,5,0,0.10526315789473684,0,1,0,16.32994923857868,0,200
http://join-whatsapp-bokep62.covid99.gq,1,0,0,1,1,12,0,0.05405405405405406,1,2,0,26.741116751269036,0,200
http://jshirt.it,1,20191020022933,1,0,0,4,0,0.14285714285714285,0,1,0,18.104060913705585,0,200
http://kampcbation.info,1,0,0,0,0,5,0,0.09523809523809523,0,1,0,18.32741116751269,0,200
http://keolis-covid.com,1,0,0,0,0,6,0,0.09523809523809523,1,1,0,15.065989847715736,0,200
http://kiwiyazilim.com,1,20180823092434,1,0,0,6,0,0.1,0,1,0,16.558375634517766,3593167,200
http://kylebeard.com,1,20190515070850,1,0,0,4,0,0.1111111111111111,0,1,0,16.30203045685279,8151996,200
http://lanzarotecovid.com,1,0,0,0,0,5,0,0.08695652173913043,0,1,0,16.027918781725887,0,200
http://laylaraephoto.com,1,0,0,0,0,5,0,0.09090909090909091,0,1,0,17.01522842639594,0,200
http://lifelinen.com,1,20191027131821,1,0,0,4,0,0.1111111111111111,0,1,0,16.16497461928934,4801023,200
http://magalu-combate-ao-corona.com,1,0,0,0,0,8,0,0.06060606060606061,1,1,0,22.65989847715736,0,200
http://mail.covid-19.xxx-wa.com,1,20200326030442,1,0,0,8,0,0.06896551724137931,1,3,0,20.076142131979694,0,200
http://manchoujouser.com,1,0,0,0,0,6,0,0.09090909090909091,0,1,0,17.091370558375633,0,200
http://mapacovid.com,1,0,0,0,0,5,0,0.1111111111111111,0,1,0,14.6751269035533,0,200
http://mascarillasparacovid.com,1,0,0,0,0,8,0,0.06896551724137931,0,1,0,19.271573604060915,0,200
http://masry-corona51.com,1,0,0,0,0,6,0,0.08695652173913043,1,1,0,16.865482233502537,0,200
http://mastermovesltd.com,1,0,0,0,0,5,0,0.08695652173913043,0,1,0,16.987309644670052,0,200
http://mbhydro-covid19.com,1,0,0,0,0,7,0,0.08333333333333333,1,1,0,16.586294416243653,0,200
http://mcovid.com,1,0,0,0,0,4,0,0.13333333333333333,0,1,0,14.703045685279188,2559748,200
http://mediterraneosantamarinella.com,1,20171001172558,1,0,0,8,0,0.05714285714285714,0,1,0,24.053299492385786,0,200
http://mersrekdocuments.ir,1,0,0,0,0,6,0,0.08333333333333333,0,1,0,19.624365482233504,0,200
http://midiaplural.com.br,1,20190104222733,1,0,0,6,0,0.08695652173913043,0,2,0,18.51015228426396,8152113,200
http://mlskitchensmanchester.com,1,0,0,0,0,5,0,0.06666666666666667,0,1,0,21.058375634517766,0,200
http://moabcovid.org,1,20200514151350,1,0,0,5,0,0.1111111111111111,0,1,0,16.063451776649746,0,200
http://mortgageks.com,1,20110202183316,1,0,0,4,0,0.10526315789473684,0,1,0,15.98223350253807,9477367,200
http://mradani.ml,1,0,0,1,1,5,0,0.13333333333333333,0,1,0,17.428934010152282,0,200
http://mygpstrip.net,1,0,0,0,0,5,0,0.1111111111111111,0,1,0,18.058375634517766,8008336,200
http://nellyreifler.com,1,20070815142637,1,0,0,6,0,0.09523809523809523,0,1,0,16.873096446700508,0,200
http://nepalcoronavirus2.000webhostapp.com,1,0,0,0,0,9,0,0.05,0,2,1,26.875634517766496,4206,200
http://neraretionbriesx.club,1,0,0,0,0,7,0,0.07692307692307693,0,1,0,19.604060913705585,0,200
http://netflix-covid-19.com,1,0,0,0,0,6,0,0.08,1,1,0,17.13705583756345,0,200
http://newcovid19unread.z13.web.core.windows.net,1,0,0,0,0,12,0,0.043478260869565216,0,5,0,33.41624365482234,1490,200
http://news.att-covid19.com,1,0,0,0,0,8,0,0.08,1,2,0,16.68274111675127,0,200
http://nimbleurbia53.com,1,0,0,0,0,6,0,0.09090909090909091,0,1,0,17.233502538071065,0,200
http://no-covid.online,1,0,0,0,0,5,0,0.1,1,1,0,17.3248730964467,0,200
http://nocovid.fun,1,0,0,0,0,4,0,0.125,0,1,0,16.276649746192895,0,200
http://notmycovid.org,1,0,0,0,0,6,0,0.10526315789473684,0,1,0,16.451776649746193,0,200
http://nr01petitieonline-covid19byfacebook.gq,1,0,0,1,1,12,0,0.046511627906976744,1,1,0,31.101522842639593,0,200
